,total_cum_reward,cum_reward_mean,cum_reward_std,n_interventions_mean,n_interventions_std,cum_cost_mean,cum_cost_std
0,-2877332.637358236,-329.36499969760024,152.35407956889497,0.19867216117216116,0.3990052359989036,329.36499969760024,152.35407956889497
