,cum_cost_mean,cum_cost_std,cum_penalty_mean,cum_penalty_std,cum_interventions_mean,cum_interventions_std
0,627.9413039326195,13.372517099219069,99.9647765902426,50.6963642828897,5011.2,1464.6498557675825
