,cum_cost_mean,cum_cost_std,cum_penalty_mean,cum_penalty_std,cum_interventions_mean,cum_interventions_std
0,644.4149398466709,21.608054017250986,0.04816530820138325,0.08790722455965061,4.8,5.263078946776307
