,cum_cost,cum_reward,n_interventions
0,-0.009775007797584534,0.009775007797584534,0
1,-0.009876218329210281,0.009876218329210281,0
2,-0.0017828974626839158,0.0017828974626839158,0
3,0.0031462131865954406,-0.0031462131865954406,0
4,0.004575981744493247,-0.004575981744493247,0
5,0.007855749525526763,-0.007855749525526763,0
6,0.01594536559316397,-0.01594536559316397,0
7,0.07312125405014634,-0.07312125405014634,0
8,0.14773118423953058,-0.14773118423953058,0
9,0.19783424837348343,-0.19783424837348343,0
10,0.3672980554472849,-0.3672980554472849,0
11,0.8179734337910614,-0.8179734337910614,0
12,1.469905671848675,-1.469905671848675,0
13,1.9735059350738655,-1.9735059350738655,0
14,2.2227606240771425,-2.2227606240771425,0
15,2.6876182971665417,-2.6876182971665417,0
16,3.0537388574866235,-3.0537388574866235,0
17,3.3241926307502796,-3.3241926307502796,0
18,3.4771404283399776,-3.4771404283399776,0
19,3.642519359942383,-3.642519359942383,0
20,3.779202547137894,-3.779202547137894,0
21,3.8923118221563433,-3.8923118221563433,0
22,4.0162695237689086,-4.0162695237689086,0
23,4.104028164538823,-4.104028164538823,0
24,4.152472079601632,-4.152472079601632,0
25,4.17912099150238,-4.17912099150238,0
26,4.196978444495956,-4.196978444495956,0
27,4.207427078505071,-4.207427078505071,0
28,4.206586926376002,-4.206586926376002,0
29,4.215161651590092,-4.215161651590092,0
30,4.239408121454726,-4.239408121454726,0
31,4.2886937341296765,-4.2886937341296765,0
32,4.285561912107925,-4.285561912107925,0
33,4.4856303987083255,-4.4856303987083255,0
34,5.161111923525013,-5.161111923525013,0
35,5.952301195016846,-5.952301195016846,0
36,6.704902290508567,-6.704902290508567,0
37,7.272436644922659,-7.272436644922659,0
38,7.602970993235045,-7.602970993235045,0
39,8.11121400082662,-8.11121400082662,0
40,8.442512608720786,-8.442512608720786,0
41,8.718310878751325,-8.718310878751325,0
42,8.905324849935397,-8.905324849935397,0
43,9.062138641729522,-9.062138641729522,0
44,9.182495557982117,-9.182495557982117,0
45,9.322740034621011,-9.322740034621011,0
46,9.434958545363015,-9.434958545363015,0
47,9.512069474693305,-9.512069474693305,0
48,9.557461245658892,-9.557461245658892,0
49,9.601643421615675,-9.601643421615675,0
50,9.637797203272545,-9.637797203272545,0
51,9.670776504857095,-9.670776504857095,0
52,9.693132014053612,-9.693132014053612,0
53,9.721093230369656,-9.721093230369656,0
54,9.74383566440076,-9.74383566440076,0
55,9.754269767387392,-9.754269767387392,0
56,9.789696765544793,-9.789696765544793,0
57,10.201403670043538,-10.201403670043538,0
58,10.89032172071435,-10.89032172071435,0
59,11.470041192868912,-11.470041192868912,0
60,11.765115364825354,-11.765115364825354,0
61,11.967699136205674,-11.967699136205674,0
62,12.0222550042479,-12.0222550042479,0
63,12.173512642052158,-12.173512642052158,0
64,12.284366959968727,-12.284366959968727,0
65,12.394648614702268,-12.394648614702268,0
66,12.474725802373298,-12.474725802373298,0
67,12.581428975623476,-12.581428975623476,0
68,12.686348445687644,-12.686348445687644,0
69,12.848929591239207,-12.848929591239207,0
70,12.988803884427199,-12.988803884427199,0
71,13.068135482020228,-13.068135482020228,0
72,13.247053270179318,-13.247053270179318,0
73,13.361301846990273,-13.361301846990273,0
74,13.421740438667692,-13.421740438667692,0
75,13.460519327064958,-13.460519327064958,0
76,13.514760815623655,-13.514760815623655,0
77,13.567515391848026,-13.567515391848026,0
78,13.559140906075397,-13.559140906075397,0
79,13.556475196480175,-13.556475196480175,0
80,13.652091305719471,-13.652091305719471,0
81,13.782311440064614,-13.782311440064614,0
82,13.949155517259129,-13.949155517259129,0
83,14.048527910541466,-14.048527910541466,0
84,14.118520446129898,-14.118520446129898,0
85,14.217400974919114,-14.217400974919114,0
86,14.299499407017404,-14.299499407017404,0
87,14.376728971394794,-14.376728971394794,0
88,14.488791920243846,-14.488791920243846,0
89,14.606990534570146,-14.606990534570146,0
90,14.749636407270765,-14.749636407270765,0
91,15.31428146922875,-15.31428146922875,0
92,15.974453353102943,-15.974453353102943,0
93,16.3722830246304,-16.3722830246304,0
94,16.593945979535047,-16.593945979535047,0
95,16.6989630539672,-16.6989630539672,0
96,16.75580187913685,-16.75580187913685,0
97,16.78000530271422,-16.78000530271422,0
98,16.798545038490886,-16.798545038490886,0
99,16.81241564630983,-16.81241564630983,0
100,16.821871365880003,-16.821871365880003,0
101,16.825539677231554,-16.825539677231554,0
102,16.8476405636002,-16.8476405636002,0
103,16.893172550693865,-16.893172550693865,0
104,16.971299115890897,-16.971299115890897,0
105,16.998873644144606,-16.998873644144606,0
106,17.15924842041379,-17.15924842041379,0
107,17.41737941899204,-17.41737941899204,0
108,17.548780318032534,-17.548780318032534,0
109,17.590442980937276,-17.590442980937276,0
110,17.610673701623714,-17.610673701623714,0
111,17.665057344574983,-17.665057344574983,0
112,17.70950678958329,-17.70950678958329,0
113,17.753044296595245,-17.753044296595245,0
114,17.849216131828292,-17.849216131828292,0
115,18.008988028066206,-18.008988028066206,0
116,18.17661202515577,-18.17661202515577,0
117,18.319361210272717,-18.319361210272717,0
118,18.47227836237448,-18.47227836237448,0
119,18.621248739223656,-18.621248739223656,0
120,18.724172072962695,-18.724172072962695,0
121,18.767575270833465,-18.767575270833465,0
122,18.792668337266782,-18.792668337266782,0
123,18.803965812294038,-18.803965812294038,0
124,18.81013375566153,-18.81013375566153,0
125,18.823324015419608,-18.823324015419608,0
126,18.868298881853498,-18.868298881853498,0
127,18.894029414822597,-18.894029414822597,0
128,18.938009294916824,-18.938009294916824,0
129,19.19524824454143,-19.19524824454143,0
130,19.475194980250038,-19.475194980250038,0
131,19.705102111166056,-19.705102111166056,0
132,19.89272265584622,-19.89272265584622,0
133,20.05343937484485,-20.05343937484485,0
134,20.207125486434396,-20.207125486434396,0
135,20.318775245187457,-20.318775245187457,0
136,20.415803570785926,-20.415803570785926,0
137,20.528855210460332,-20.528855210460332,0
138,20.644721792818114,-20.644721792818114,0
139,20.734582986946112,-20.734582986946112,0
140,20.8793455384864,-20.8793455384864,0
141,21.03063004378348,-21.03063004378348,0
142,21.162081143679995,-21.162081143679995,0
143,21.251656366223674,-21.251656366223674,0
144,21.315066806988373,-21.315066806988373,0
145,21.360045786731046,-21.360045786731046,0
146,21.40195005976176,-21.40195005976176,0
147,21.42881677423925,-21.42881677423925,0
148,21.465541418263175,-21.465541418263175,0
149,21.492950255316103,-21.492950255316103,0
150,21.50005460005754,-21.50005460005754,0
151,21.564440967586638,-21.564440967586638,0
152,21.701030924165917,-21.701030924165917,0
153,21.87587948466542,-21.87587948466542,0
154,22.064344445051702,-22.064344445051702,0
155,22.2405480877366,-22.2405480877366,0
156,22.371449229271125,-22.371449229271125,0
157,22.82896128015864,-22.82896128015864,0
158,23.521213318010375,-23.521213318010375,0
159,24.12473294707813,-24.12473294707813,0
160,24.497101068530252,-24.497101068530252,0
161,24.824310562607153,-24.824310562607153,0
162,25.067330420080406,-25.067330420080406,0
163,25.250256453516272,-25.250256453516272,0
164,25.39881848581621,-25.39881848581621,0
165,25.513980356932194,-25.513980356932194,0
166,25.624523389585754,-25.624523389585754,0
167,25.691017433670318,-25.691017433670318,0
168,25.754127331996994,-25.754127331996994,0
169,25.78429233721093,-25.78429233721093,0
170,25.81455353787562,-25.81455353787562,0
171,25.831707903506082,-25.831707903506082,0
172,25.874019592669647,-25.874019592669647,0
173,25.877001181472185,-25.877001181472185,0
174,25.912863775578252,-25.912863775578252,0
175,25.962337696693883,-25.962337696693883,0
176,26.056443618603442,-26.056443618603442,0
177,26.148052023114694,-26.148052023114694,0
178,26.18395734786846,-26.18395734786846,0
179,26.26669955492804,-26.26669955492804,0
180,26.414113937455166,-26.414113937455166,0
181,26.555931924114454,-26.555931924114454,0
182,26.84297434484445,-26.84297434484445,0
183,27.142980418372645,-27.142980418372645,0
184,27.378042098600915,-27.378042098600915,0
185,27.626156989076087,-27.626156989076087,0
186,27.85845250307447,-27.85845250307447,0
187,28.043099227257006,-28.043099227257006,0
188,28.188397648269,-28.188397648269,0
189,28.302420114482853,-28.302420114482853,0
190,28.43173702032309,-28.43173702032309,0
191,28.524150819341916,-28.524150819341916,0
192,28.593018620613513,-28.593018620613513,0
193,28.639673685276605,-28.639673685276605,0
194,28.678393259248704,-28.678393259248704,0
195,28.709377163076024,-28.709377163076024,0
196,28.751687147820242,-28.751687147820242,0
197,28.80143276826193,-28.80143276826193,0
198,28.846032846437236,-28.846032846437236,0
199,28.912608374030544,-28.912608374030544,0
200,28.987440950038376,-28.987440950038376,0
201,29.149586859194955,-29.149586859194955,0
202,29.334734414346574,-29.334734414346574,0
203,29.45516312707647,-29.45516312707647,0
204,29.64128240492648,-29.64128240492648,0
205,29.83300730499922,-29.83300730499922,0
206,30.008067782486265,-30.008067782486265,0
207,30.216245866536287,-30.216245866536287,0
208,30.416726401074264,-30.416726401074264,0
209,30.66815854889872,-30.66815854889872,0
210,30.875664488770443,-30.875664488770443,0
211,31.01734640976963,-31.01734640976963,0
212,31.14981904924326,-31.14981904924326,0
213,31.2799815210376,-31.2799815210376,0
214,31.392346858219554,-31.392346858219554,0
215,31.47182787337114,-31.47182787337114,0
216,31.508234204109172,-31.508234204109172,0
217,31.525171713783912,-31.525171713783912,0
218,31.538593010409432,-31.538593010409432,0
219,31.549489029208363,-31.549489029208363,0
220,31.549248986983077,-31.549248986983077,0
221,31.56446287702255,-31.56446287702255,0
222,31.56340560263041,-31.56340560263041,0
223,31.6127428131234,-31.6127428131234,0
224,31.70553631201819,-31.70553631201819,0
225,31.851821769359017,-31.851821769359017,0
226,32.00943775249291,-32.00943775249291,0
227,32.12012748958952,-32.12012748958952,0
228,32.1996562452823,-32.1996562452823,0
229,32.34928130431082,-32.34928130431082,0
230,32.57201271987635,-32.57201271987635,0
231,32.83541145151347,-32.83541145151347,0
232,33.05322490342765,-33.05322490342765,0
233,33.19238903592918,-33.19238903592918,0
234,33.32652891554487,-33.32652891554487,0
235,33.495203462004106,-33.495203462004106,0
236,33.659871929842815,-33.659871929842815,0
237,33.785180153405534,-33.785180153405534,0
238,33.891528507746884,-33.891528507746884,0
239,33.978180074668046,-33.978180074668046,0
240,34.03737116107913,-34.03737116107913,0
241,34.08660763551,-34.08660763551,0
242,34.10979058874492,-34.10979058874492,0
243,34.129431394253444,-34.129431394253444,0
244,34.1397220414038,-34.1397220414038,0
245,34.17387064807,-34.17387064807,0
246,34.18368781115627,-34.18368781115627,0
247,34.23590371611151,-34.23590371611151,0
248,34.32355870802313,-34.32355870802313,0
249,34.452147184895416,-34.452147184895416,0
250,34.567942886907964,-34.567942886907964,0
251,34.6626307041172,-34.6626307041172,0
252,34.77314021936225,-34.77314021936225,0
253,34.876143268173195,-34.876143268173195,0
254,35.039969231637244,-35.039969231637244,0
255,35.1434931970231,-35.1434931970231,0
256,35.260033403286506,-35.260033403286506,0
257,35.37265902672727,-35.37265902672727,0
258,35.48861069506989,-35.48861069506989,0
259,35.62834949206497,-35.62834949206497,0
260,35.75564944279519,-35.75564944279519,0
261,35.86887874597105,-35.86887874597105,0
262,35.9808947591789,-35.9808947591789,0
263,36.06070347956642,-36.06070347956642,0
264,36.141652235426356,-36.141652235426356,0
265,36.17755522993376,-36.17755522993376,0
266,36.18971881817957,-36.18971881817957,0
267,36.230331771214445,-36.230331771214445,0
268,36.2518148357678,-36.2518148357678,0
269,36.26132899612848,-36.26132899612848,0
270,36.27992198904016,-36.27992198904016,0
271,36.33350998013367,-36.33350998013367,0
272,36.39802941275968,-36.39802941275968,0
273,36.49493034896965,-36.49493034896965,0
274,36.605945610658836,-36.605945610658836,0
275,36.820084955198865,-36.820084955198865,0
276,37.291329826494085,-37.291329826494085,0
277,37.9138000797989,-37.9138000797989,0
278,38.579015734938714,-38.579015734938714,0
279,39.070971068549,-39.070971068549,0
280,39.32578828431072,-39.32578828431072,0
281,39.517655491485854,-39.517655491485854,0
282,39.6744441455895,-39.6744441455895,0
283,39.808328692531234,-39.808328692531234,0
284,39.91510019519183,-39.91510019519183,0
285,40.0201171906262,-40.0201171906262,0
286,40.138039252841175,-40.138039252841175,0
287,40.208648211626844,-40.208648211626844,0
288,40.242888155146844,-40.242888155146844,0
289,40.266264009501356,-40.266264009501356,0
290,40.28045599540415,-40.28045599540415,0
291,40.284309289433516,-40.284309289433516,0
292,40.28679863402247,-40.28679863402247,0
293,40.30350498408724,-40.30350498408724,0
294,40.30674287361003,-40.30674287361003,0
