,cum_cost_mean,cum_cost_std,cum_penalty_mean,cum_penalty_std,cum_interventions_mean,cum_interventions_std
0,33.180246900881855,0.2028387967051265,2.168591594963689,2.0283549026091765,571.4,95.64413207301324
