,cum_cost_mean,cum_cost_std,cum_penalty_mean,cum_penalty_std,cum_interventions_mean,cum_interventions_std
0,629.3939819244067,9.110267561799025,0.7643867410075581,0.9282735091953094,318.4,413.7037587453128
