,cum_cost_mean,cum_cost_std,cum_penalty_mean,cum_penalty_std,cum_interventions_mean,cum_interventions_std
0,30.54557209972554,0.9671368747410207,0.9847674232479845,1.7128188585757382,10.2,12.19426094521517
