,total_cum_reward,cum_reward_mean,cum_reward_std,n_interventions_mean,n_interventions_std,cum_cost_mean,cum_cost_std
0,-2890503.2051116293,-330.8726196327415,153.2386406659206,0.0,0.0,330.8726196327415,153.2386406659206
