,total_cum_reward,cum_reward_mean,cum_reward_std,n_interventions_mean,n_interventions_std,cum_cost_mean,cum_cost_std
0,-3360095.780393224,-384.62634848823535,204.9736314917535,4298.241254578755,2509.7149932090742,384.62634848823535,204.9736314917535
