,total_cum_reward,cum_reward_mean,cum_reward_std,n_interventions_mean,n_interventions_std,cum_cost_mean,cum_cost_std
0,-2890523.1322239675,-330.87490066666294,153.37188341482496,0.0,0.0,330.87490066666294,153.37188341482496
